learner_id,course_id,activity_type,study_duration_minutes,activity_date
L00639,C00096,like,57,2026-08-25
L00522,C00387,skip,137,2026-04-18
L00693,C00227,complete,230,2026-05-04
L00017,C00288,complete,88,2025-12-15
L00105,C00055,add_to_wishlist,151,2026-01-23
L00220,C00395,skip,116,2025-12-12
L00574,C00039,enroll,96,2026-01-14
L00037,C00125,add_to_wishlist,31,2026-02-03
L00946,C00124,complete,212,2025-10-07
L00358,C00103,like,113,2025-10-25
L00425,C00172,like,37,2025-11-02
L00698,C00111,skip,238,2026-03-22
L00581,C00420,skip,137,2025-09-23
L00012,C00249,skip,159,2026-06-03
L00170,C00463,like,83,2026-01-11
L00779,C00484,skip,72,2025-11-14
L00048,C00414,complete,3,2026-06-12
L00541,C00020,skip,33,2026-03-22
L00570,C00077,like,145,2025-10-27
L00787,C00445,like,78,2025-09-23
L00830,C00415,like,187,2026-01-07
L00015,C00014,complete,60,2026-03-27
L00401,C00305,like,110,2026-06-20
L00122,C00045,enroll,44,2025-12-02
L00274,C00373,enroll,39,2026-06-07
L00705,C00471,add_to_wishlist,2,2026-07-24
L00624,C00031,enroll,35,2025-12-05
L00637,C00433,skip,225,2026-07-19
L00089,C00352,add_to_wishlist,3,2026-01-06
L00648,C00112,enroll,132,2026-08-08
L00033,C00023,skip,173,2026-07-07
L00327,C00361,enroll,180,2026-06-26
L00837,C00136,enroll,73,2026-05-02
L00838,C00338,like,93,2025-11-06
L00617,C00331,like,178,2026-02-02
L00082,C00406,complete,71,2026-04-04
L00416,C00175,like,238,2026-04-16
L00275,C00274,add_to_wishlist,220,2026-01-27
L00067,C00399,complete,194,2026-08-28
L00979,C00011,like,135,2025-10-03
L00855,C00002,complete,52,2026-08-09
L00599,C00028,enroll,115,2026-06-12
L00679,C00411,complete,206,2026-02-19
L00723,C00457,like,164,2025-11-18
L00368,C00452,complete,70,2025-09-09
L00088,C00017,enroll,34,2025-09-19
L00494,C00455,enroll,211,2026-03-03
L00950,C00170,like,161,2025-11-24
L00019,C00365,like,97,2026-03-26
L00903,C00440,skip,212,2026-08-13
L00359,C00152,add_to_wishlist,63,2025-12-26
L00792,C00470,enroll,111,2026-08-26
L00416,C00076,skip,137,2026-07-29
L00684,C00202,add_to_wishlist,71,2025-12-07
L00907,C00418,complete,200,2025-09-27
L00769,C00354,complete,123,2026-07-30
L00645,C00335,add_to_wishlist,44,2026-06-18
L00914,C00428,skip,84,2026-04-14
L00249,C00123,enroll,47,2026-08-08
L00604,C00073,skip,169,2026-05-24
L00024,C00432,skip,126,2026-08-28
L00804,C00299,enroll,72,2025-12-19
L00157,C00241,complete,9,2025-09-15
L00461,C00423,like,32,2026-06-21
L00071,C00226,enroll,58,2026-02-13
L00181,C00273,enroll,222,2026-01-25
L00040,C00104,enroll,57,2026-04-27
L00323,C00041,like,89,2026-07-29
L00436,C00199,enroll,4,2026-01-21
L00908,C00316,like,97,2025-11-02
L00217,C00183,like,151,2026-08-24
L00588,C00266,like,176,2026-07-17
L00538,C00486,add_to_wishlist,181,2026-06-15
L00048,C00067,skip,186,2026-08-27
L00547,C00379,complete,155,2025-10-17
L00728,C00457,complete,10,2025-12-27
L00152,C00332,complete,21,2025-10-07
L00777,C00254,complete,86,2026-01-12
L00632,C00482,skip,156,2026-02-07
L00265,C00141,enroll,201,2025-10-27
L00288,C00241,like,134,2026-03-28
L00119,C00083,like,103,2025-11-17
L00293,C00233,like,18,2025-10-11
L00116,C00222,add_to_wishlist,141,2026-02-18
L00657,C00100,skip,187,2026-03-04
L00248,C00317,skip,202,2025-09-24
L00998,C00202,skip,58,2026-06-26
L00515,C00172,add_to_wishlist,178,2026-08-30
L00270,C00377,skip,150,2026-08-01
L00348,C00054,add_to_wishlist,129,2026-01-26
L00169,C00196,add_to_wishlist,77,2026-06-17
L00755,C00130,enroll,17,2025-12-03
L00301,C00057,like,218,2025-11-24
L00236,C00123,like,108,2026-08-26
L00801,C00490,add_to_wishlist,120,2026-08-11
L00719,C00061,enroll,58,2025-09-26
L00098,C00190,add_to_wishlist,32,2026-01-19
L00976,C00160,add_to_wishlist,62,2026-08-24
L00680,C00439,enroll,213,2025-12-16
L00350,C00312,like,174,2025-09-26
L00839,C00084,skip,164,2025-12-12
L00580,C00472,complete,93,2026-01-02
L00790,C00297,complete,32,2026-04-25
L00310,C00350,complete,156,2025-10-09
L00350,C00136,like,207,2026-04-25
L00398,C00301,enroll,166,2026-01-08
L00899,C00139,like,123,2026-05-04
L00912,C00385,like,101,2025-10-08
L00815,C00055,enroll,88,2026-07-21
L00179,C00013,enroll,23,2026-06-01
L00753,C00202,add_to_wishlist,177,2026-02-24
L00486,C00293,skip,213,2025-11-23
L00258,C00468,enroll,142,2026-03-12
L00960,C00310,like,36,2025-10-03
L00388,C00107,skip,237,2026-03-19
L00758,C00345,like,215,2026-02-07
L00595,C00053,add_to_wishlist,145,2026-03-31
L00490,C00375,complete,62,2026-08-08
L00131,C00337,like,44,2026-03-16
L00301,C00214,add_to_wishlist,151,2026-01-23
L00303,C00179,add_to_wishlist,104,2026-05-05
L00314,C00462,add_to_wishlist,108,2026-09-01
L00880,C00294,add_to_wishlist,21,2026-07-03
L00243,C00289,enroll,37,2025-10-13
L00297,C00426,complete,115,2025-12-07
L00005,C00182,complete,123,2025-12-20
L00592,C00182,skip,57,2026-06-22
L00890,C00282,enroll,123,2025-09-18
L00006,C00071,like,137,2025-10-05
L00646,C00140,complete,169,2025-10-28
L00322,C00327,like,87,2025-10-02
L00185,C00336,skip,54,2025-10-29
L00528,C00370,add_to_wishlist,191,2025-09-11
L00314,C00050,like,60,2026-06-30
L00202,C00454,like,41,2025-12-18
L00855,C00489,enroll,183,2026-07-16
L00791,C00299,add_to_wishlist,225,2026-02-11
L00635,C00155,add_to_wishlist,131,2026-05-03
L00359,C00107,add_to_wishlist,33,2026-05-24
L00042,C00454,like,121,2026-08-22
L00709,C00006,complete,130,2026-01-08
L00541,C00491,complete,12,2025-09-15
L00516,C00174,add_to_wishlist,148,2026-01-04
L00836,C00176,enroll,170,2025-09-04
L00889,C00142,like,76,2026-07-26
L00514,C00399,skip,227,2025-09-11
L00468,C00246,add_to_wishlist,196,2026-07-23
L00523,C00417,enroll,141,2026-05-17
L00374,C00361,enroll,167,2026-01-15
L00482,C00297,skip,224,2026-04-15
L00061,C00066,like,112,2026-05-01
L00914,C00325,skip,30,2026-08-29
L00569,C00200,skip,8,2026-06-19
L00503,C00411,add_to_wishlist,100,2025-10-04
L00915,C00045,add_to_wishlist,198,2026-07-18
L00432,C00276,add_to_wishlist,202,2026-04-14
L00613,C00251,like,31,2026-01-31
L00927,C00273,enroll,31,2026-03-16
L00853,C00274,like,154,2025-10-21
L00088,C00221,like,203,2026-05-27
L00647,C00279,enroll,37,2026-03-17
L00236,C00020,skip,148,2025-12-29
L00742,C00200,enroll,74,2025-09-19
L00644,C00370,complete,131,2026-04-24
L00642,C00014,enroll,114,2025-11-27
L00827,C00186,enroll,200,2026-02-06
L00218,C00456,skip,38,2026-05-28
L00082,C00499,enroll,188,2025-09-22
L00374,C00059,enroll,177,2026-06-03
L00692,C00481,like,86,2025-12-04
L00399,C00119,complete,84,2026-01-20
L00151,C00370,skip,81,2025-12-22
L00813,C00498,enroll,156,2026-08-06
L00207,C00188,add_to_wishlist,55,2025-12-31
L00510,C00280,like,239,2025-10-06
L00978,C00242,complete,196,2025-11-19
L00672,C00015,enroll,204,2025-11-09
L00968,C00319,add_to_wishlist,32,2026-05-15
L00100,C00018,complete,142,2026-06-12
L00232,C00220,like,55,2025-11-18
L00676,C00329,skip,229,2025-09-18
L00214,C00485,like,99,2025-11-11
L00482,C00221,like,238,2026-03-24
L00212,C00232,complete,46,2026-05-05
L00469,C00101,like,47,2025-09-15
L00131,C00236,skip,230,2026-01-24
L00747,C00208,add_to_wishlist,161,2026-04-19
L00300,C00067,complete,88,2026-07-28
L00033,C00074,like,59,2026-03-28
L00748,C00289,enroll,46,2026-04-05
L00325,C00362,skip,14,2025-10-15
L00439,C00227,add_to_wishlist,208,2026-01-03
L00569,C00447,like,105,2026-04-18
L00868,C00206,complete,134,2026-01-11
L00184,C00361,enroll,237,2025-10-27
L00477,C00008,skip,168,2026-09-02
L00391,C00147,skip,57,2026-03-16
L00170,C00089,add_to_wishlist,228,2026-04-14
L00012,C00055,complete,131,2026-05-08
L00743,C00185,add_to_wishlist,168,2026-03-04
L00125,C00494,complete,134,2026-04-03
L00827,C00148,enroll,137,2026-06-17
L00193,C00383,enroll,191,2026-03-02
L00219,C00236,enroll,172,2026-03-30
L00413,C00039,like,4,2026-08-21
L00088,C00283,complete,227,2026-01-22
L00056,C00076,add_to_wishlist,179,2026-07-01
L00474,C00469,like,73,2026-05-26
L00189,C00470,enroll,230,2026-07-21
L00074,C00261,skip,57,2026-07-01
L00192,C00069,skip,214,2026-08-25
L00499,C00414,like,222,2026-06-21
L00819,C00249,enroll,78,2026-02-18
L00202,C00080,add_to_wishlist,203,2025-10-11
L00063,C00392,complete,74,2026-04-06
L00782,C00107,like,102,2026-08-14
L00379,C00231,add_to_wishlist,146,2025-10-24
L00118,C00380,complete,197,2026-03-12
L00645,C00077,like,115,2026-07-08
L00971,C00461,skip,128,2026-02-07
L00144,C00344,enroll,13,2025-12-29
L00622,C00058,enroll,173,2026-03-16
L00141,C00489,enroll,205,2025-09-10
L00360,C00118,enroll,7,2026-08-20
L00277,C00078,skip,220,2026-05-08
L00327,C00334,like,135,2026-07-29
L00014,C00222,complete,94,2026-04-23
L00130,C00001,complete,220,2026-03-22
L00937,C00248,add_to_wishlist,123,2026-01-30
L00575,C00416,complete,31,2025-12-20
L00818,C00006,enroll,190,2026-01-31
L00910,C00104,skip,13,2026-06-26
L00915,C00361,like,16,2026-07-09
L00191,C00185,add_to_wishlist,7,2026-06-29
L00010,C00277,enroll,160,2026-02-07
L00085,C00089,complete,20,2025-12-22
L00175,C00293,skip,212,2025-10-11
L00311,C00499,skip,17,2026-05-14
L00946,C00306,like,29,2026-07-05
L00408,C00022,skip,56,2026-05-12
L00838,C00484,complete,177,2026-06-20
L00121,C00374,like,191,2026-04-07
L00582,C00198,add_to_wishlist,66,2025-11-30
L00907,C00065,enroll,10,2026-05-18
L00605,C00463,like,94,2026-08-20
L00107,C00091,enroll,158,2026-07-12
L00420,C00078,add_to_wishlist,55,2025-11-23
L00319,C00181,enroll,30,2025-10-31
L00750,C00269,add_to_wishlist,58,2025-11-07
L00537,C00401,enroll,54,2026-01-25
L00912,C00184,enroll,151,2026-06-14
L00217,C00108,skip,50,2026-05-19
L00624,C00078,add_to_wishlist,212,2026-05-02
L00492,C00385,skip,34,2025-12-20
L00368,C00490,like,187,2025-10-31
L00579,C00062,complete,1,2026-04-28
L00415,C00364,add_to_wishlist,134,2026-08-11
L00153,C00156,skip,28,2026-08-22
L00626,C00456,enroll,99,2026-03-19
L00692,C00440,like,89,2025-11-18
L00259,C00418,enroll,7,2026-02-19
L00150,C00362,add_to_wishlist,63,2026-03-15
L00917,C00260,add_to_wishlist,11,2026-07-03
L00747,C00047,enroll,23,2026-08-29
L00210,C00358,enroll,215,2026-03-07
L00002,C00246,add_to_wishlist,174,2025-11-23
L00645,C00333,enroll,27,2026-07-25
L00405,C00326,skip,44,2026-08-21
L00670,C00337,complete,13,2026-05-15
L00560,C00457,skip,39,2026-01-20
L00229,C00338,like,158,2026-05-27
L00085,C00251,enroll,185,2026-01-23
L00778,C00099,enroll,64,2026-05-07
L00539,C00320,skip,27,2026-04-21
L00489,C00007,skip,144,2025-12-25
L00839,C00249,add_to_wishlist,136,2026-03-18
L00787,C00461,add_to_wishlist,117,2026-01-28
L00515,C00273,add_to_wishlist,185,2026-08-23
L00179,C00333,enroll,119,2026-07-05
L00505,C00148,add_to_wishlist,120,2026-08-31
L00288,C00016,enroll,169,2026-03-18
L00329,C00084,skip,104,2026-08-24
L00113,C00087,enroll,161,2025-10-23
L00175,C00410,like,147,2026-04-18
L00233,C00271,add_to_wishlist,192,2026-03-18
L00640,C00336,like,151,2025-09-21
L00027,C00163,skip,24,2026-07-16
L00860,C00425,enroll,103,2025-09-22
L00789,C00206,like,30,2025-12-01
L00044,C00445,skip,162,2026-07-16
L00096,C00446,add_to_wishlist,94,2025-12-06
L00420,C00026,skip,153,2026-04-16
L00948,C00413,complete,173,2026-06-15
L00333,C00328,skip,66,2026-01-22
L00677,C00131,skip,88,2025-12-28
L00285,C00187,enroll,44,2025-10-02
L00626,C00447,add_to_wishlist,203,2026-02-12
L00047,C00260,skip,197,2026-04-05
L00857,C00302,like,41,2026-01-27
L00286,C00224,enroll,127,2026-05-08
L00198,C00309,like,21,2025-12-01
L00105,C00104,complete,24,2026-07-28
L00245,C00025,complete,197,2025-09-23
L00622,C00150,skip,239,2026-04-14
L00510,C00452,skip,45,2025-12-29
L00784,C00290,enroll,159,2026-04-09
L00390,C00121,complete,75,2026-01-01
L00502,C00252,enroll,34,2026-03-22
L00866,C00386,enroll,18,2025-12-28
L00534,C00410,skip,25,2026-07-18
L00191,C00430,complete,195,2026-03-07
L00077,C00140,like,80,2025-12-16
L00772,C00306,add_to_wishlist,98,2026-05-09
L00227,C00049,like,169,2026-03-10
L00702,C00150,skip,161,2026-06-07
L00045,C00154,like,25,2026-02-26
L00020,C00072,add_to_wishlist,169,2026-06-26
L00782,C00230,like,194,2026-07-10
L00906,C00161,like,162,2026-01-27
L00256,C00090,like,167,2026-05-19
L00374,C00487,enroll,146,2026-03-16
L00542,C00271,complete,236,2025-11-19
L00774,C00266,skip,62,2025-12-02
L00113,C00272,add_to_wishlist,23,2025-12-04
L00724,C00073,complete,38,2026-03-29
L00362,C00119,complete,56,2026-06-19
L00692,C00308,skip,229,2026-08-25
L00096,C00210,add_to_wishlist,184,2025-10-07
L00214,C00080,like,90,2026-01-28
L00178,C00480,add_to_wishlist,222,2026-07-20
L00476,C00331,enroll,172,2026-02-08
L00373,C00270,like,62,2026-07-18
L00852,C00079,skip,44,2026-05-28
L00862,C00321,enroll,168,2026-03-11
L00200,C00260,complete,182,2026-08-29
L00153,C00271,add_to_wishlist,178,2026-05-03
L00484,C00213,complete,101,2026-03-26
L00386,C00172,add_to_wishlist,116,2026-02-16
L00442,C00110,skip,106,2026-07-16
L00988,C00466,add_to_wishlist,59,2025-11-29
L00358,C00060,add_to_wishlist,181,2026-02-17
L00989,C00297,add_to_wishlist,56,2026-04-07
L00057,C00353,like,207,2026-06-25
L00149,C00226,complete,151,2026-03-21
L00044,C00346,like,173,2026-08-27
L00815,C00481,skip,95,2025-09-13
L00144,C00062,like,217,2025-09-16
L00891,C00173,enroll,27,2025-10-15
L00237,C00310,skip,126,2026-06-24
L00980,C00045,add_to_wishlist,12,2025-11-10
L00868,C00357,complete,17,2026-06-09
L00265,C00443,complete,83,2026-05-07
L00882,C00354,enroll,23,2026-05-13
L00482,C00310,skip,117,2026-03-10
L00431,C00357,like,228,2025-09-16
L00591,C00176,like,28,2025-09-15
L00557,C00148,like,60,2026-04-05
L00570,C00386,complete,172,2026-08-16
L00989,C00236,skip,230,2026-07-11
L00087,C00223,like,48,2025-12-14
L00548,C00094,add_to_wishlist,152,2025-12-22
L00770,C00024,like,120,2026-07-03
L00893,C00463,complete,40,2026-02-18
L00382,C00444,complete,233,2025-12-13
L00295,C00367,skip,76,2026-03-14
L00294,C00189,complete,178,2026-01-20
L00934,C00036,add_to_wishlist,0,2025-10-29
L00339,C00117,complete,153,2026-05-30
L00610,C00411,complete,175,2026-05-29
L00050,C00422,add_to_wishlist,116,2025-11-22
L00631,C00184,like,60,2025-11-09
L00636,C00349,skip,115,2026-02-11
L00851,C00461,enroll,71,2026-03-11
L00004,C00282,complete,79,2026-03-11
L00279,C00167,enroll,75,2026-03-19
L00217,C00325,like,205,2026-02-27
L00602,C00472,like,27,2026-02-16
L00237,C00133,complete,209,2025-12-08
L00795,C00221,complete,55,2025-12-21
L00286,C00199,add_to_wishlist,150,2026-08-22
L00948,C00157,skip,141,2025-11-17
L00623,C00486,like,125,2026-08-01
L00239,C00005,enroll,76,2025-12-05
L00874,C00095,add_to_wishlist,72,2026-08-30
L00674,C00450,add_to_wishlist,83,2025-11-27
L00993,C00344,like,219,2026-06-10
L00875,C00025,add_to_wishlist,70,2026-02-09
L00213,C00076,skip,179,2025-09-07
L00967,C00477,like,206,2026-01-12
L00792,C00051,like,57,2026-07-02
L00085,C00135,add_to_wishlist,4,2025-09-23
L00732,C00079,like,218,2026-06-04
L00705,C00351,like,178,2025-10-06
L00929,C00089,add_to_wishlist,238,2026-07-26
L00281,C00500,enroll,190,2026-02-11
L00114,C00099,add_to_wishlist,174,2026-08-21
L00169,C00486,complete,67,2026-04-27
L00944,C00485,complete,10,2025-11-02
L00354,C00258,enroll,183,2025-12-28
L00084,C00050,skip,216,2025-10-07
L00183,C00480,complete,94,2026-04-28
L00952,C00470,add_to_wishlist,48,2026-02-27
L00420,C00126,complete,153,2025-12-23
L00927,C00404,skip,81,2025-09-11
L00322,C00340,skip,164,2026-04-11
L00829,C00008,enroll,227,2026-01-11
L00453,C00245,add_to_wishlist,198,2025-11-29
L00225,C00138,like,225,2025-12-24
L00372,C00340,skip,162,2026-08-27
L00162,C00494,add_to_wishlist,198,2026-06-02
L00782,C00318,add_to_wishlist,99,2026-05-06
L00945,C00473,add_to_wishlist,80,2025-10-16
L00204,C00218,like,43,2026-05-31
L00347,C00243,skip,100,2025-10-19
L00887,C00017,add_to_wishlist,100,2025-12-27
L00924,C00371,add_to_wishlist,140,2026-05-18
L00438,C00251,skip,164,2026-09-01
L00616,C00379,like,178,2026-05-16
L00197,C00417,skip,109,2026-08-05
L00026,C00365,add_to_wishlist,70,2025-09-27
L00519,C00148,complete,99,2025-09-14
L00140,C00285,like,116,2026-05-20
L00001,C00223,skip,154,2025-10-14
L00687,C00195,like,123,2026-02-20
L00792,C00463,enroll,17,2026-02-02
L00123,C00201,skip,54,2026-07-18
L00791,C00163,complete,106,2026-09-03
L00384,C00249,enroll,90,2026-05-17
L00585,C00208,like,25,2026-07-06
L00399,C00276,enroll,64,2026-03-17
L00384,C00422,add_to_wishlist,190,2025-09-28
L00907,C00110,enroll,182,2025-12-26
L00522,C00407,like,162,2026-06-16
L00831,C00352,enroll,75,2025-11-15
L00565,C00426,skip,171,2025-12-09
L00429,C00215,add_to_wishlist,54,2026-01-19
L00384,C00240,enroll,28,2026-06-21
L00486,C00001,like,27,2026-05-01
L00731,C00034,add_to_wishlist,167,2026-06-11
L00085,C00212,like,62,2025-09-14
L00094,C00406,like,178,2026-03-24
L00339,C00369,add_to_wishlist,95,2026-03-02
L00055,C00045,add_to_wishlist,216,2026-01-08
L00471,C00383,add_to_wishlist,28,2025-11-27
L00781,C00465,complete,159,2025-09-12
L00960,C00089,enroll,156,2026-03-27
L00703,C00224,like,96,2026-02-18
L00863,C00184,like,220,2026-05-03
L00607,C00268,enroll,212,2026-07-23
L00392,C00444,skip,100,2025-11-17
L00058,C00148,skip,182,2026-07-07
L00475,C00453,enroll,157,2026-09-02
L00463,C00150,add_to_wishlist,226,2026-08-15
L00120,C00036,skip,12,2025-10-07
L00896,C00335,complete,131,2025-09-09
L00761,C00070,skip,65,2025-12-04
L00621,C00165,skip,22,2025-12-04
L00253,C00274,add_to_wishlist,145,2026-07-06
L00647,C00060,like,165,2025-12-22
L00187,C00406,skip,139,2026-07-26
L00478,C00350,add_to_wishlist,170,2026-04-09
L00099,C00253,add_to_wishlist,186,2026-01-07
L00825,C00454,complete,219,2025-12-30
L00320,C00080,skip,195,2025-09-07
L00940,C00070,skip,93,2026-03-22
L00161,C00409,add_to_wishlist,69,2025-09-08
L00594,C00267,skip,73,2025-12-31
L00831,C00244,like,57,2026-08-18
L00108,C00488,like,197,2025-11-26
L00012,C00246,enroll,51,2025-11-14
L00799,C00234,enroll,8,2026-04-10
L00096,C00431,add_to_wishlist,145,2026-08-29
L00291,C00207,skip,151,2026-06-18
L00123,C00334,add_to_wishlist,89,2026-07-20
L00456,C00391,like,131,2026-05-11
L00550,C00163,enroll,122,2026-05-15
L00361,C00121,skip,107,2026-02-11
L00719,C00238,like,136,2026-06-14
L00325,C00301,enroll,110,2026-02-22
L00653,C00054,like,78,2026-03-10
L00360,C00361,complete,21,2026-05-24
L00433,C00232,like,0,2026-08-12
L00554,C00272,complete,2,2026-06-12
L00306,C00317,like,203,2026-01-17
L00712,C00045,like,102,2025-10-24
L00805,C00055,skip,172,2025-12-24
L00323,C00257,add_to_wishlist,223,2025-11-08
L00680,C00189,like,115,2026-01-08
L00036,C00311,enroll,54,2025-10-08
L00614,C00374,skip,127,2026-03-17
L00179,C00294,complete,63,2025-10-14
L00326,C00145,complete,65,2025-09-20
L00629,C00361,complete,49,2025-12-24
L00395,C00081,skip,149,2025-11-17
L00177,C00263,like,144,2026-07-18
L00361,C00024,like,224,2026-05-21
L00908,C00372,enroll,143,2025-09-19
L00220,C00288,enroll,57,2025-10-10
L00392,C00101,like,73,2026-02-20
L00956,C00200,skip,206,2025-09-25
L00932,C00445,like,90,2026-01-24
L00233,C00080,enroll,65,2026-04-30
L00698,C00191,add_to_wishlist,128,2026-03-02
L00403,C00166,complete,93,2026-07-09
L00703,C00171,like,186,2026-07-04
L00145,C00238,add_to_wishlist,114,2026-02-09
L00319,C00284,enroll,84,2025-09-21
L00643,C00248,enroll,154,2026-04-14
L00010,C00097,skip,185,2026-02-17
L00358,C00100,add_to_wishlist,43,2026-05-06
L00815,C00451,add_to_wishlist,207,2025-10-17
L00697,C00431,skip,165,2025-09-27
L00411,C00127,enroll,72,2025-09-08
L00006,C00452,add_to_wishlist,194,2025-12-23
L00077,C00007,enroll,228,2026-01-17
L00577,C00015,add_to_wishlist,108,2026-07-11
L00111,C00006,complete,44,2025-12-13
L00969,C00486,like,192,2026-06-03
L00204,C00460,skip,47,2026-07-31
L00421,C00447,add_to_wishlist,64,2026-02-02
L00232,C00081,like,192,2026-06-13
L00101,C00119,add_to_wishlist,133,2026-01-06
L00654,C00108,add_to_wishlist,80,2026-07-08
L00366,C00378,enroll,101,2025-11-13
L00470,C00128,add_to_wishlist,154,2026-07-29
L00238,C00405,add_to_wishlist,176,2025-10-27
L00777,C00385,add_to_wishlist,77,2026-08-08
L00557,C00212,add_to_wishlist,156,2026-06-30
L00540,C00220,like,232,2026-06-10
